Obs,State,Date,Total Deposits,Total Assets
575,Missouri,03/31/2020,116703.0,140646.0
576,Missouri,03/31/2021,146612.0,172933.0
577,Missouri,03/31/2022,164820.0,189876.0
578,Missouri,03/31/2023,164188.0,192940.0
579,Missouri,03/31/2024,167270.0,196566.0
580,Missouri,06/30/2019,113481.0,137034.0
581,Missouri,06/30/2020,129431.0,155370.0
582,Missouri,06/30/2021,147566.0,173563.0
583,Missouri,06/30/2022,163969.0,188325.0
584,Missouri,06/30/2023,164479.0,194109.0
585,Missouri,06/30/2024,167316.0,197555.0
586,Missouri,09/30/2019,114355.0,138176.0
587,Missouri,09/30/2020,131309.0,157000.0
588,Missouri,09/30/2021,152293.0,178681.0
589,Missouri,09/30/2022,165022.0,189660.0
590,Missouri,09/30/2023,165194.0,193963.0
591,Missouri,09/30/2024,170564.0,201231.0
592,Missouri,12/31/2019,117005.0,140477.0
593,Missouri,12/31/2020,139483.0,164968.0
594,Missouri,12/31/2021,161759.0,188552.0
595,Missouri,12/31/2022,163897.0,190423.0
596,Missouri,12/31/2023,166844.0,197150.0
597,Missouri,12/31/2024,175660.0,206292.0
598,Montana,03/31/2019,29582.0,36844.0
599,Montana,03/31/2020,33097.0,41674.0
600,Montana,03/31/2021,44217.0,53289.0
601,Montana,03/31/2022,64993.0,76408.0
602,Montana,03/31/2023,59588.0,77111.0
603,Montana,03/31/2024,57999.0,75477.0
604,Montana,06/30/2019,30634.0,38571.0
605,Montana,06/30/2020,38052.0,47008.0
606,Montana,06/30/2021,45903.0,55071.0
607,Montana,06/30/2022,64026.0,76057.0
608,Montana,06/30/2023,58496.0,76032.0
609,Montana,06/30/2024,57780.0,75822.0
610,Montana,09/30/2019,32299.0,40204.0
611,Montana,09/30/2020,40157.0,49233.0
612,Montana,09/30/2021,47803.0,57112.0
613,Montana,09/30/2022,63337.0,75664.0
614,Montana,09/30/2023,58519.0,75609.0
615,Montana,09/30/2024,58873.0,75949.0
616,Montana,12/31/2019,32346.0,40376.0
617,Montana,12/31/2020,41455.0,50651.0
618,Montana,12/31/2021,52664.0,62769.0
619,Montana,12/31/2022,60989.0,76465.0
620,Montana,12/31/2023,58033.0,75974.0
621,Montana,12/31/2024,59374.0,75388.0
622,Nebraska,03/31/2019,33705.0,40907.0
623,Nebraska,03/31/2020,35910.0,43778.0
624,Nebraska,03/31/2021,44335.0,52498.0
625,Nebraska,03/31/2022,50891.0,59176.0
626,Nebraska,03/31/2023,51749.0,62695.0
627,Nebraska,03/31/2024,54630.0,66770.0
628,Nebraska,06/30/2019,34097.0,41628.0
629,Nebraska,06/30/2020,39406.0,48090.0
630,Nebraska,06/30/2021,46576.0,55095.0
631,Nebraska,06/30/2022,50253.0,59332.0
632,Nebraska,06/30/2023,51944.0,63891.0
633,Nebraska,06/30/2024,54855.0,67536.0
634,Nebraska,09/30/2019,34968.0,42694.0
635,Nebraska,09/30/2020,40017.0,48748.0
636,Nebraska,09/30/2021,47447.0,56157.0
637,Nebraska,09/30/2022,50293.0,60660.0
638,Nebraska,09/30/2023,52413.0,64972.0
639,Nebraska,09/30/2024,56078.0,68768.0
640,Nebraska,12/31/2019,35983.0,43555.0
641,Nebraska,12/31/2020,41778.0,50003.0
642,Nebraska,12/31/2021,49337.0,57999.0
643,Nebraska,12/31/2022,50514.0,62130.0
644,Nebraska,12/31/2023,53765.0,65896.0
645,Nebraska,12/31/2024,57056.0,68522.0
646,Nevada,03/31/2019,6808.0,12008.0
647,Nevada,03/31/2020,16459.0,22594.0
648,Nevada,03/31/2021,18985.0,26446.0
649,Nevada,03/31/2022,25276.0,35359.0
650,Nevada,03/31/2023,27298.0,43942.0
651,Nevada,03/31/2024,14103.0,30723.0
652,Nevada,06/30/2019,6762.0,11972.0
653,Nevada,06/30/2020,17816.0,25605.0
654,Nevada,06/30/2021,18350.0,25880.0
655,Nevada,06/30/2022,29041.0,41518.0
656,Nevada,06/30/2023,20530.0,37532.0
657,Nevada,06/30/2024,17749.0,28064.0
658,Nevada,09/30/2019,10452.0,15423.0
659,Nevada,09/30/2020,19992.0,26454.0
660,Nevada,09/30/2021,18352.0,27952.0
661,Nevada,09/30/2022,34785.0,50582.0
662,Nevada,09/30/2023,18379.0,36419.0
663,Nevada,09/30/2024,18235.0,28876.0
664,Nevada,12/31/2019,11471.0,16638.0
665,Nevada,12/31/2020,20321.0,26663.0
666,Nevada,12/31/2021,24066.0,31760.0
667,Nevada,12/31/2022,27862.0,38629.0
668,Nevada,12/31/2023,16348.0,34187.0
669,Nevada,12/31/2024,18352.0,27952.0
670,New Hampshire,03/31/2019,8966.0,11017.0
671,New Hampshire,03/31/2020,8961.0,11173.0
672,New Hampshire,03/31/2021,11681.0,13619.0
673,New Hampshire,03/31/2022,12638.0,14668.0
674,New Hampshire,03/31/2023,13104.0,15877.0
675,New Hampshire,03/31/2024,13326.0,16448.0
676,New Hampshire,06/30/2019,8688.0,10774.0
677,New Hampshire,06/30/2020,10280.0,12484.0
678,New Hampshire,06/30/2021,11945.0,13982.0
679,New Hampshire,06/30/2022,12777.0,14916.0
680,New Hampshire,06/30/2023,13321.0,16246.0
681,New Hampshire,06/30/2024,13390.0,16593.0
682,New Hampshire,09/30/2019,8815.0,10910.0
683,New Hampshire,09/30/2020,10740.0,12738.0
684,New Hampshire,09/30/2021,12269.0,14318.0
685,New Hampshire,09/30/2022,13053.0,15331.0
686,New Hampshire,09/30/2023,13410.0,16309.0
687,New Hampshire,09/30/2024,13718.0,16756.0
688,New Hampshire,12/31/2019,8850.0,11009.0
689,New Hampshire,12/31/2020,11077.0,13064.0
690,New Hampshire,12/31/2021,12558.0,14660.0
691,New Hampshire,12/31/2022,13101.0,15639.0
692,New Hampshire,12/31/2023,13363.0,16461.0
693,New Hampshire,12/31/2024,13948.0,16742.0
694,New Jersey,03/31/2019,85909.0,113533.0
695,New Jersey,03/31/2020,83553.0,110516.0
696,New Jersey,03/31/2021,94423.0,125495.0
697,New Jersey,03/31/2022,100748.0,126855.0
698,New Jersey,03/31/2023,79351.0,102146.0
699,New Jersey,03/31/2024,80445.0,103535.0
700,New Jersey,06/30/2019,82764.0,110691.0
701,New Jersey,06/30/2020,88885.0,121286.0
702,New Jersey,06/30/2021,95576.0,128523.0
703,New Jersey,06/30/2022,78748.0,98321.0
704,New Jersey,06/30/2023,78897.0,101472.0
705,New Jersey,06/30/2024,80446.0,102261.0
706,New Jersey,09/30/2019,83702.0,111321.0
707,New Jersey,09/30/2020,89310.0,122482.0
708,New Jersey,09/30/2021,98927.0,128169.0
709,New Jersey,09/30/2022,79415.0,99242.0
710,New Jersey,09/30/2023,79230.0,102263.0
711,New Jersey,09/30/2024,81719.0,103407.0
712,New Jersey,12/31/2019,80940.0,107097.0
713,New Jersey,12/31/2020,90912.0,120188.0
714,New Jersey,12/31/2021,100460.0,126959.0
715,New Jersey,12/31/2022,79910.0,101765.0
716,New Jersey,12/31/2023,80007.0,103231.0
717,New Jersey,12/31/2024,82085.0,103418.0
718,New Mexico,03/31/2019,9291.0,10772.0
719,New Mexico,03/31/2020,9606.0,11202.0
720,New Mexico,03/31/2021,12197.0,14060.0
721,New Mexico,03/31/2022,13638.0,15273.0
722,New Mexico,03/31/2023,13999.0,16055.0
723,New Mexico,03/31/2024,12042.0,13763.0
724,New Mexico,06/30/2019,9227.0,10714.0
725,New Mexico,06/30/2020,10955.0,12862.0
726,New Mexico,06/30/2021,12577.0,14401.0
727,New Mexico,06/30/2022,14614.0,16214.0
728,New Mexico,06/30/2023,14063.0,16183.0
729,New Mexico,06/30/2024,12042.0,13721.0
730,New Mexico,09/30/2019,9427.0,10947.0
731,New Mexico,09/30/2020,11000.0,12990.0
732,New Mexico,09/30/2021,12869.0,14754.0
733,New Mexico,09/30/2022,14725.0,16343.0
734,New Mexico,09/30/2023,11791.0,13563.0
735,New Mexico,09/30/2024,12333.0,14156.0
736,New Mexico,12/31/2019,9455.0,10989.0
737,New Mexico,12/31/2020,11246.0,13164.0
738,New Mexico,12/31/2021,13289.0,15115.0
739,New Mexico,12/31/2022,14029.0,15908.0
740,New Mexico,12/31/2023,12130.0,13892.0
741,New Mexico,12/31/2024,12467.0,14051.0
742,New York,03/31/2019,667709.0,859861.0
743,New York,03/31/2020,835571.0,1056457.0
744,New York,03/31/2021,957031.0,1158032.0
745,New York,03/31/2022,1111231.0,1392081.0
746,New York,03/31/2023,939515.0,1231050.0
747,New York,03/31/2024,1021364.0,1316347.0
748,New York,06/30/2019,697250.0,908826.0
749,New York,06/30/2020,879440.0,1086639.0
750,New York,06/30/2021,1030417.0,1238489.0
751,New York,06/30/2022,1149599.0,1444611.0
752,New York,06/30/2023,981738.0,1268352.0
753,New York,06/30/2024,1000309.0,1300383.0
754,New York,09/30/2019,708312.0,918014.0
755,New York,09/30/2020,874425.0,1078332.0
756,New York,09/30/2021,1039129.0,1291898.0
757,New York,09/30/2022,1132734.0,1428711.0
758,New York,09/30/2023,981273.0,1273431.0
759,New York,09/30/2024,1017528.0,1323063.0
760,New York,12/31/2019,735705.0,938687.0
761,New York,12/31/2020,930912.0,1124273.0
762,New York,12/31/2021,1078033.0,1329184.0
763,New York,12/31/2022,1053579.0,1316667.0
764,New York,12/31/2023,992364.0,1256549.0
765,New York,12/31/2024,1008478.0,1302991.0
766,North Carolina,03/31/2019,225017.0,286717.0
767,North Carolina,03/31/2020,424557.0,568667.0
768,North Carolina,03/31/2021,493376.0,602918.0
769,North Carolina,03/31/2022,571868.0,685626.0
770,North Carolina,03/31/2023,601415.0,829753.0
771,North Carolina,03/31/2024,602237.0,797402.0
772,North Carolina,06/30/2019,227038.0,292262.0
773,North Carolina,06/30/2020,464035.0,580616.0
774,North Carolina,06/30/2021,498628.0,608985.0
775,North Carolina,06/30/2022,567142.0,686457.0
776,North Carolina,06/30/2023,603942.0,806723.0
777,North Carolina,06/30/2024,595658.0,785211.0
778,North Carolina,09/30/2019,232659.0,300182.0
779,North Carolina,09/30/2020,459668.0,576280.0
780,North Carolina,09/30/2021,509094.0,618277.0
781,North Carolina,09/30/2022,557082.0,690401.0
782,North Carolina,09/30/2023,603053.0,799681.0
783,North Carolina,09/30/2024,600899.0,791087.0
784,North Carolina,12/31/2019,407260.0,531652.0
785,North Carolina,12/31/2020,472232.0,588870.0
786,North Carolina,12/31/2021,518744.0,631356.0
787,North Carolina,12/31/2022,556063.0,702191.0
788,North Carolina,12/31/2023,598739.0,793415.0
789,North Carolina,12/31/2024,606547.0,802423.0
790,North Dakota,03/31/2019,22725.0,25971.0
791,North Dakota,03/31/2020,25471.0,29615.0
792,North Dakota,03/31/2021,32262.0,36878.0
793,North Dakota,03/31/2022,34954.0,39307.0
794,North Dakota,03/31/2023,39859.0,44768.0
795,North Dakota,03/31/2024,41852.0,47427.0
796,North Dakota,06/30/2019,22389.0,26273.0
797,North Dakota,06/30/2020,27949.0,32469.0
798,North Dakota,06/30/2021,32850.0,37472.0
799,North Dakota,06/30/2022,35496.0,40001.0
800,North Dakota,06/30/2023,39520.0,45572.0
801,North Dakota,06/30/2024,41623.0,48003.0
802,North Dakota,09/30/2019,22921.0,26796.0
803,North Dakota,09/30/2020,28114.0,32576.0
804,North Dakota,09/30/2021,33931.0,38689.0
805,North Dakota,09/30/2022,35820.0,41010.0
806,North Dakota,09/30/2023,40319.0,46560.0
807,North Dakota,09/30/2024,42318.0,48738.0
808,North Dakota,12/31/2019,24103.0,27834.0
809,North Dakota,12/31/2020,30090.0,34615.0
810,North Dakota,12/31/2021,33892.0,38428.0
811,North Dakota,12/31/2022,38085.0,43282.0
812,North Dakota,12/31/2023,41703.0,47471.0
813,North Dakota,12/31/2024,43924.0,50158.0
814,Ohio,03/31/2019,156464.0,200418.0
815,Ohio,03/31/2020,47748.0,60560.0
816,Ohio,03/31/2021,60320.0,71781.0
817,Ohio,03/31/2022,63227.0,74367.0
818,Ohio,03/31/2023,64561.0,78681.0
819,Ohio,03/31/2024,69049.0,84114.0
820,Ohio,06/30/2019,172689.0,220971.0
821,Ohio,06/30/2020,53422.0,65802.0
822,Ohio,06/30/2021,59965.0,71539.0
823,Ohio,06/30/2022,62503.0,74702.0
824,Ohio,06/30/2023,66152.0,81120.0
825,Ohio,06/30/2024,70334.0,86084.0
826,Ohio,09/30/2019,172808.0,224356.0
827,Ohio,09/30/2020,53771.0,66320.0
828,Ohio,09/30/2021,62297.0,73974.0
829,Ohio,09/30/2022,63566.0,75884.0
830,Ohio,09/30/2023,66968.0,81968.0
831,Ohio,09/30/2024,71637.0,86580.0
832,Ohio,12/31/2019,43922.0,55474.0
833,Ohio,12/31/2020,57299.0,69025.0
834,Ohio,12/31/2021,62497.0,74265.0
835,Ohio,12/31/2022,64187.0,77930.0
836,Ohio,12/31/2023,68348.0,83871.0
837,Ohio,12/31/2024,72141.0,86961.0
838,Oklahoma,03/31/2019,48000.0,56045.0
839,Oklahoma,03/31/2020,50563.0,60065.0
840,Oklahoma,03/31/2021,61490.0,73084.0
841,Oklahoma,03/31/2022,67315.0,78016.0
842,Oklahoma,03/31/2023,70264.0,82950.0
843,Oklahoma,03/31/2024,74282.0,88019.0
844,Oklahoma,06/30/2019,48588.0,57772.0
845,Oklahoma,06/30/2020,56407.0,67427.0
846,Oklahoma,06/30/2021,63383.0,74698.0
847,Oklahoma,06/30/2022,67827.0,78668.0
848,Oklahoma,06/30/2023,71192.0,84121.0
849,Oklahoma,06/30/2024,73882.0,88459.0
850,Oklahoma,09/30/2019,49078.0,58174.0
851,Oklahoma,09/30/2020,56186.0,67398.0
852,Oklahoma,09/30/2021,64085.0,75051.0
853,Oklahoma,09/30/2022,68919.0,79914.0
854,Oklahoma,09/30/2023,71570.0,84736.0
855,Oklahoma,09/30/2024,74722.0,89517.0
856,Oklahoma,12/31/2019,49439.0,58888.0
857,Oklahoma,12/31/2020,57041.0,68352.0
858,Oklahoma,12/31/2021,63331.0,73774.0
859,Oklahoma,12/31/2022,69002.0,80358.0
860,Oklahoma,12/31/2023,73024.0,86687.0
861,Oklahoma,12/31/2024,76127.0,90053.0
862,Oregon,03/31/2019,24876.0,31387.0
863,Oregon,03/31/2020,26573.0,31922.0
864,Oregon,03/31/2021,31531.0,36283.0
865,Oregon,03/31/2022,33070.0,37470.0
866,Oregon,03/31/2023,47486.0,60746.0
867,Oregon,03/31/2024,47516.0,59263.0
868,Oregon,06/30/2019,25439.0,32021.0
869,Oregon,06/30/2020,29453.0,34995.0
870,Oregon,06/30/2021,31921.0,36670.0
871,Oregon,06/30/2022,32360.0,36898.0
872,Oregon,06/30/2023,46478.0,60354.0
873,Oregon,06/30/2024,47327.0,58997.0
874,Oregon,09/30/2019,26174.0,33108.0
875,Oregon,09/30/2020,29544.0,35089.0
876,Oregon,09/30/2021,33096.0,37583.0
877,Oregon,09/30/2022,33213.0,38394.0
878,Oregon,09/30/2023,47358.0,58833.0
879,Oregon,09/30/2024,47550.0,58968.0
880,Oregon,12/31/2019,26260.0,33082.0
881,Oregon,12/31/2020,29705.0,34994.0
882,Oregon,12/31/2021,32858.0,37421.0
883,Oregon,12/31/2022,33279.0,38630.0
884,Oregon,12/31/2023,47316.0,59046.0
885,Oregon,12/31/2024,47716.0,58493.0
886,Pennsylvania,03/31/2019,103501.0,128622.0
887,Pennsylvania,03/31/2020,112484.0,140537.0
888,Pennsylvania,03/31/2021,141839.0,172768.0
889,Pennsylvania,03/31/2022,150252.0,173465.0
890,Pennsylvania,03/31/2023,151468.0,183147.0
891,Pennsylvania,03/31/2024,154904.0,185773.0
892,Pennsylvania,06/30/2019,105949.0,132276.0
893,Pennsylvania,06/30/2020,128322.0,161974.0
894,Pennsylvania,06/30/2021,145639.0,174893.0
895,Pennsylvania,06/30/2022,149505.0,174437.0
896,Pennsylvania,06/30/2023,152725.0,184997.0
897,Pennsylvania,06/30/2024,155014.0,186083.0
898,Pennsylvania,09/30/2019,108112.0,133957.0
899,Pennsylvania,09/30/2020,131677.0,165723.0
900,Pennsylvania,09/30/2021,152696.0,177738.0
901,Pennsylvania,09/30/2022,151319.0,175975.0
902,Pennsylvania,09/30/2023,155086.0,187459.0
903,Pennsylvania,09/30/2024,159057.0,189770.0
904,Pennsylvania,12/31/2019,110182.0,136790.0
905,Pennsylvania,12/31/2020,134578.0,167020.0
906,Pennsylvania,12/31/2021,154780.0,180257.0
907,Pennsylvania,12/31/2022,150538.0,178570.0
908,Pennsylvania,12/31/2023,158012.0,190557.0
909,Pennsylvania,12/31/2024,160496.0,190279.0
910,Rhode Island,03/31/2019,7585.0,10538.0
911,Rhode Island,03/31/2020,8116.0,11605.0
912,Rhode Island,03/31/2021,10484.0,13034.0
913,Rhode Island,03/31/2022,11321.0,13222.0
914,Rhode Island,03/31/2023,11590.0,14960.0
915,Rhode Island,03/31/2024,11965.0,15939.0
916,Rhode Island,06/30/2019,7641.0,10614.0
917,Rhode Island,06/30/2020,9512.0,12942.0
918,Rhode Island,06/30/2021,10795.0,13211.0
919,Rhode Island,06/30/2022,11100.0,13289.0
920,Rhode Island,06/30/2023,11631.0,15164.0
921,Rhode Island,06/30/2024,11706.0,16080.0
922,Rhode Island,09/30/2019,7822.0,10749.0
923,Rhode Island,09/30/2020,9891.0,13013.0
924,Rhode Island,09/30/2021,11174.0,13364.0
925,Rhode Island,09/30/2022,11193.0,13949.0
926,Rhode Island,09/30/2023,11906.0,15491.0
927,Rhode Island,09/30/2024,11937.0,16111.0
928,Rhode Island,12/31/2019,7838.0,10985.0
929,Rhode Island,12/31/2020,10212.0,12986.0
930,Rhode Island,12/31/2021,11234.0,13371.0
931,Rhode Island,12/31/2022,11176.0,14505.0
932,Rhode Island,12/31/2023,11831.0,15756.0
933,Rhode Island,12/31/2024,12044.0,16087.0
934,South Carolina,03/31/2019,28889.0,35574.0
935,South Carolina,03/31/2020,30339.0,38330.0
936,South Carolina,03/31/2021,18366.0,21048.0
937,South Carolina,03/31/2022,43669.0,49306.0
938,South Carolina,03/31/2023,44846.0,51464.0
939,South Carolina,03/31/2024,47010.0,54373.0
940,South Carolina,06/30/2019,28371.0,35356.0
941,South Carolina,06/30/2020,16293.0,18960.0
942,South Carolina,06/30/2021,19178.0,21944.0
943,South Carolina,06/30/2022,43975.0,49619.0
944,South Carolina,06/30/2023,45144.0,51973.0
945,South Carolina,06/30/2024,46961.0,54427.0
946,South Carolina,09/30/2019,28604.0,35754.0
947,South Carolina,09/30/2020,16647.0,19457.0
948,South Carolina,09/30/2021,37107.0,42200.0
949,South Carolina,09/30/2022,43547.0,49164.0
950,South Carolina,09/30/2023,45982.0,52984.0
951,South Carolina,09/30/2024,47206.0,54607.0
952,South Carolina,12/31/2019,29582.0,36982.0
953,South Carolina,12/31/2020,17047.0,19843.0
954,South Carolina,12/31/2021,39901.0,45066.0
955,South Carolina,12/31/2022,43156.0,50017.0
956,South Carolina,12/31/2023,46570.0,53880.0
957,South Carolina,12/31/2024,47820.0,55308.0
958,South Dakota,03/31/2019,23657.0,28282.0
959,South Dakota,03/31/2020,24177.0,28923.0
960,South Dakota,03/31/2021,29389.0,33789.0
961,South Dakota,03/31/2022,20213.0,22761.0
962,South Dakota,03/31/2023,19626.0,22764.0
963,South Dakota,03/31/2024,20935.0,24769.0
964,South Dakota,06/30/2019,23451.0,28543.0
965,South Dakota,06/30/2020,26668.0,31191.0
966,South Dakota,06/30/2021,29745.0,34212.0
967,South Dakota,06/30/2022,20448.0,23004.0
968,South Dakota,06/30/2023,19526.0,23355.0
969,South Dakota,06/30/2024,20720.0,24970.0
970,South Dakota,09/30/2019,23854.0,28739.0
971,South Dakota,09/30/2020,27055.0,31544.0
972,South Dakota,09/30/2021,30272.0,34799.0
973,South Dakota,09/30/2022,19455.0,22278.0
974,South Dakota,09/30/2023,20007.0,23825.0
975,South Dakota,09/30/2024,21308.0,25291.0
976,South Dakota,12/31/2019,24126.0,29276.0
977,South Dakota,12/31/2020,27984.0,32490.0
978,South Dakota,12/31/2021,30675.0,35073.0
979,South Dakota,12/31/2022,19611.0,22783.0
980,South Dakota,12/31/2023,20536.0,24686.0
981,South Dakota,12/31/2024,21846.0,25714.0
982,Tennessee,03/31/2019,69975.0,86360.0
983,Tennessee,03/31/2020,110899.0,141141.0
984,Tennessee,03/31/2021,169880.0,199816.0
985,Tennessee,03/31/2022,177941.0,206686.0
986,Tennessee,03/31/2023,171972.0,208998.0
987,Tennessee,03/31/2024,181225.0,216958.0
988,Tennessee,06/30/2019,71620.0,88421.0
989,Tennessee,06/30/2020,124852.0,152858.0
990,Tennessee,06/30/2021,171075.0,201491.0
991,Tennessee,06/30/2022,174364.0,203535.0
992,Tennessee,06/30/2023,177094.0,215592.0
993,Tennessee,06/30/2024,177778.0,215230.0
994,Tennessee,09/30/2019,72781.0,89903.0
995,Tennessee,09/30/2020,158077.0,189037.0
996,Tennessee,09/30/2021,174052.0,204386.0
997,Tennessee,09/30/2022,171246.0,201013.0
998,Tennessee,09/30/2023,179374.0,213641.0
999,Tennessee,09/30/2024,181705.0,217648.0
1000,Tennessee,12/31/2019,106434.0,133788.0
1001,Tennessee,12/31/2020,162537.0,192885.0
1002,Tennessee,12/31/2021,177354.0,207376.0
1003,Tennessee,12/31/2022,171209.0,202009.0
1004,Tennessee,12/31/2023,179437.0,215037.0
1005,Tennessee,12/31/2024,184405.0,220370.0
1006,Texas,03/31/2019,239948.0,296742.0
1007,Texas,03/31/2020,519464.0,611391.0
1008,Texas,03/31/2021,677014.0,761471.0
1009,Texas,03/31/2022,833166.0,920245.0
1010,Texas,03/31/2023,685556.0,847536.0
1011,Texas,03/31/2024,635633.0,770775.0
1012,Texas,06/30/2019,241666.0,302188.0
1013,Texas,06/30/2020,577181.0,668842.0
1014,Texas,06/30/2021,683645.0,777772.0
1015,Texas,06/30/2022,800516.0,884628.0
1016,Texas,06/30/2023,663629.0,824151.0
1017,Texas,06/30/2024,627694.0,769411.0
1018,Texas,09/30/2019,245916.0,307762.0
1019,Texas,09/30/2020,600654.0,689420.0
1020,Texas,09/30/2021,750928.0,851153.0
1021,Texas,09/30/2022,754082.0,831605.0
1022,Texas,09/30/2023,649906.0,790762.0
1023,Texas,09/30/2024,635772.0,778303.0
1024,Texas,12/31/2019,250232.0,311991.0
1025,Texas,12/31/2020,650884.0,740636.0
1026,Texas,12/31/2021,810206.0,907981.0
1027,Texas,12/31/2022,738995.0,839232.0
1028,Texas,12/31/2023,656298.0,795647.0
1029,Texas,12/31/2024,651942.0,781973.0
1030,Utah,03/31/2019,228115.0,302819.0
1031,Utah,03/31/2020,265665.0,339697.0
1032,Utah,03/31/2021,304587.0,370658.0
1033,Utah,03/31/2022,338294.0,401038.0
1034,Utah,03/31/2023,340251.0,412337.0
1035,Utah,03/31/2024,340232.0,411711.0
1036,Utah,06/30/2019,232588.0,306972.0
1037,Utah,06/30/2020,274654.0,348169.0
1038,Utah,06/30/2021,305919.0,370697.0
1039,Utah,06/30/2022,332840.0,401875.0
1040,Utah,06/30/2023,339631.0,412982.0
1041,Utah,06/30/2024,336167.0,412355.0
1042,Utah,09/30/2019,238157.0,313482.0
1043,Utah,09/30/2020,281762.0,353389.0
1044,Utah,09/30/2021,314867.0,378227.0
1045,Utah,09/30/2022,333436.0,403289.0
1046,Utah,09/30/2023,338173.0,414870.0
1047,Utah,09/30/2024,339716.0,416911.0
1048,Utah,12/31/2019,248911.0,322381.0
1049,Utah,12/31/2020,296700.0,362966.0
1050,Utah,12/31/2021,335026.0,397511.0
1051,Utah,12/31/2022,345667.0,414904.0
1052,Utah,12/31/2023,340742.0,417809.0
1053,Utah,12/31/2024,352636.0,426892.0
1054,Vermont,03/31/2019,2612.0,3166.0
1055,Vermont,03/31/2020,2664.0,3290.0
1056,Vermont,03/31/2021,3559.0,4106.0
1057,Vermont,03/31/2022,3893.0,4424.0
1058,Vermont,03/31/2023,3925.0,4594.0
1059,Vermont,03/31/2024,3987.0,4814.0
1060,Vermont,06/30/2019,2571.0,3144.0
1061,Vermont,06/30/2020,3075.0,3673.0
1062,Vermont,06/30/2021,3570.0,4124.0
1063,Vermont,06/30/2022,3853.0,4350.0
1064,Vermont,06/30/2023,3810.0,4633.0
1065,Vermont,06/30/2024,3891.0,4850.0
1066,Vermont,09/30/2019,2672.0,3253.0
1067,Vermont,09/30/2020,3257.0,3841.0
1068,Vermont,09/30/2021,3717.0,4297.0
1069,Vermont,09/30/2022,3997.0,4519.0
1070,Vermont,09/30/2023,3930.0,4707.0
1071,Vermont,09/30/2024,4122.0,5078.0
1072,Vermont,12/31/2019,2656.0,3261.0
1073,Vermont,12/31/2020,3384.0,3938.0
1074,Vermont,12/31/2021,3817.0,4394.0
1075,Vermont,12/31/2022,3990.0,4582.0
1076,Vermont,12/31/2023,4078.0,4864.0
1077,Vermont,12/31/2024,4145.0,5136.0
1078,Virginia,03/31/2019,66460.0,84927.0
1079,Virginia,03/31/2020,68725.0,88706.0
1080,Virginia,03/31/2021,87960.0,105879.0
1081,Virginia,03/31/2022,92757.0,109737.0
1082,Virginia,03/31/2023,92518.0,113525.0
1083,Virginia,03/31/2024,94936.0,115313.0
1084,Virginia,06/30/2019,67129.0,85504.0
1085,Virginia,06/30/2020,82283.0,103741.0
1086,Virginia,06/30/2021,89208.0,106722.0
1087,Virginia,06/30/2022,92601.0,109810.0
1088,Virginia,06/30/2023,93064.0,114116.0
1089,Virginia,06/30/2024,102009.0,123289.0
1090,Virginia,09/30/2019,67908.0,86158.0
1091,Virginia,09/30/2020,83787.0,103533.0
1092,Virginia,09/30/2021,90167.0,107677.0
1093,Virginia,09/30/2022,92715.0,109898.0
1094,Virginia,09/30/2023,93689.0,113165.0
1095,Virginia,09/30/2024,103748.0,124124.0
1096,Virginia,12/31/2019,67691.0,86179.0
1097,Virginia,12/31/2020,85033.0,103668.0
1098,Virginia,12/31/2021,91851.0,109451.0
1099,Virginia,12/31/2022,91087.0,111627.0
1100,Virginia,12/31/2023,93768.0,114525.0
1101,Virginia,12/31/2024,104096.0,123640.0
1102,Washington,03/31/2019,51112.0,62902.0
1103,Washington,03/31/2020,54527.0,67285.0
1104,Washington,03/31/2021,72161.0,84199.0
1105,Washington,03/31/2022,98571.0,114695.0
1106,Washington,03/31/2023,77211.0,96796.0
1107,Washington,03/31/2024,80967.0,104573.0
1108,Washington,06/30/2019,51320.0,63395.0
1109,Washington,06/30/2020,63752.0,76747.0
1110,Washington,06/30/2021,74797.0,86983.0
1111,Washington,06/30/2022,96897.0,114184.0
1112,Washington,06/30/2023,76058.0,96859.0
1113,Washington,06/30/2024,80513.0,102958.0
1114,Washington,09/30/2019,53208.0,64862.0
1115,Washington,09/30/2020,65921.0,78449.0
1116,Washington,09/30/2021,77688.0,89840.0
1117,Washington,09/30/2022,97725.0,115599.0
1118,Washington,09/30/2023,76633.0,97594.0
1119,Washington,09/30/2024,82566.0,103688.0
1120,Washington,12/31/2019,53923.0,66422.0
1121,Washington,12/31/2020,67671.0,80113.0
1122,Washington,12/31/2021,80816.0,93372.0
1123,Washington,12/31/2022,95676.0,115407.0
1124,Washington,12/31/2023,76545.0,98321.0
1125,Washington,12/31/2024,82437.0,101663.0
1126,West Virginia,03/31/2019,20548.0,26526.0
1127,West Virginia,03/31/2020,23400.0,30627.0
1128,West Virginia,03/31/2021,28412.0,34427.0
1129,West Virginia,03/31/2022,29332.0,34589.0
1130,West Virginia,03/31/2023,29654.0,36194.0
1131,West Virginia,03/31/2024,31040.0,38001.0
1132,West Virginia,06/30/2019,20248.0,26513.0
1133,West Virginia,06/30/2020,25659.0,32499.0
1134,West Virginia,06/30/2021,28792.0,34662.0
1135,West Virginia,06/30/2022,29139.0,34422.0
1136,West Virginia,06/30/2023,29812.0,36678.0
1137,West Virginia,06/30/2024,26451.0,32840.0
